state,action,q_value,last_action,debug
"('3', '6')_1.5_A_1",take_discard_1,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",take_discard_2,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",take_discard_3,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_0,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_1,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_2,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_3,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_flip_0,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_flip_1,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_flip_2,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6')_1.5_A_1",draw_deck_flip_3,0.0,g_45_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', 'A')_-6.5_9_2",take_discard_2,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",take_discard_3,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_1,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_2,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_3,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_flip_1,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_flip_2,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', 'A')_-6.5_9_2",draw_deck_flip_3,0.0,g_45_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', '9', 'A')_-0.5_2_3",take_discard_3,0.0,g_45_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '9', 'A')_-0.5_2_3",draw_deck_2,0.0,g_45_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '9', 'A')_-0.5_2_3",draw_deck_3,0.0,g_45_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '9', 'A')_-0.5_2_3",draw_deck_flip_2,0.0,g_45_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '9', 'A')_-0.5_2_3",draw_deck_flip_3,0.0,g_45_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '9', 'A')_-4.5_6_4",draw_deck_3,0.0,g_45_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3', '9', 'A')_-4.5_6_4",draw_deck_flip_3,0.0,g_45_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '7')_-2.5_5_1",take_discard_1,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",take_discard_2,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",take_discard_3,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_0,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_1,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_2,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_3,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_flip_0,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_flip_1,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_flip_2,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-2.5_5_1",draw_deck_flip_3,0.0,g_46_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '7')_-8.0_Q_2",take_discard_2,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",take_discard_3,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_1,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_2,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_3,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_flip_1,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_flip_2,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_-8.0_Q_2",draw_deck_flip_3,0.0,g_46_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7', 'Q')_0.0_A_3",take_discard_3,0.0,g_46_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'Q')_0.0_A_3",draw_deck_2,0.0,g_46_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'Q')_0.0_A_3",draw_deck_3,0.0,g_46_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'Q')_0.0_A_3",draw_deck_flip_2,0.0,g_46_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'Q')_0.0_A_3",draw_deck_flip_3,0.0,g_46_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', 'A', 'Q')_6.0_5_4",draw_deck_3,0.0,g_46_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '5', 'A', 'Q')_6.0_5_4",draw_deck_flip_3,0.0,g_46_r_4: Q-learning agent took from discard and placed at position 4,{}
"('J', 'K')_-7.0_7_1",take_discard_1,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",take_discard_2,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",take_discard_3,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_0,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_1,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_2,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_3,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_flip_0,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_flip_1,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_flip_2,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-7.0_7_1",draw_deck_flip_3,0.0,g_47_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J', 'K')_6.5_7_2",take_discard_2,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",take_discard_3,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_1,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_2,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_3,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_flip_1,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_flip_2,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'J', 'K')_6.5_7_2",draw_deck_flip_3,0.0,g_47_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', '7', 'J', 'K')_-8.0_8_3",take_discard_3,0.0,g_47_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '7', 'J', 'K')_-8.0_8_3",draw_deck_2,0.0,g_47_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '7', 'J', 'K')_-8.0_8_3",draw_deck_3,0.0,g_47_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '7', 'J', 'K')_-8.0_8_3",draw_deck_flip_2,0.0,g_47_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '7', 'J', 'K')_-8.0_8_3",draw_deck_flip_3,0.0,g_47_r_3: Q-learning agent took from discard and placed at position 3,{}
"('8', 'K')_2.5_J_1",take_discard_1,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",take_discard_2,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",take_discard_3,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_0,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_1,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_2,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_3,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_flip_0,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_flip_1,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_flip_2,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K')_2.5_J_1",draw_deck_flip_3,0.0,g_48_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'J', 'K')_-3.5_6_2",take_discard_2,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",take_discard_3,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_1,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_2,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_3,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_flip_1,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_flip_2,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'J', 'K')_-3.5_6_2",draw_deck_flip_3,0.0,g_48_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'J', 'K')_11.0_6_3",take_discard_3,0.0,g_48_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', '8', 'J', 'K')_11.0_6_3",draw_deck_2,0.0,g_48_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', '8', 'J', 'K')_11.0_6_3",draw_deck_3,0.0,g_48_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', '8', 'J', 'K')_11.0_6_3",draw_deck_flip_2,0.0,g_48_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', '8', 'J', 'K')_11.0_6_3",draw_deck_flip_3,0.0,g_48_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', '6', 'J', 'K')_-4.5_Q_4",draw_deck_3,0.0,g_48_r_4: Q-learning agent took from discard and placed at position 4,{}
"('6', '6', 'J', 'K')_-4.5_Q_4",draw_deck_flip_3,0.0,g_48_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '6', '8')_4.5_3_2",take_discard_2,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",take_discard_3,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_0,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_2,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_3,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_flip_0,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_flip_2,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '6', '8')_4.5_3_2",draw_deck_flip_3,0.0,g_49_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', '3', '6', '8')_-5.5_10_3",take_discard_3,0.0,g_49_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '6', '8')_-5.5_10_3",draw_deck_2,0.0,g_49_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '6', '8')_-5.5_10_3",draw_deck_3,0.0,g_49_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '6', '8')_-5.5_10_3",draw_deck_flip_2,0.0,g_49_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '6', '8')_-5.5_10_3",draw_deck_flip_3,0.0,g_49_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '9')_-9.0_K_1",take_discard_1,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",take_discard_2,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",take_discard_3,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_0,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_1,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_2,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_3,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_flip_0,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_flip_1,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_flip_2,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9')_-9.0_K_1",draw_deck_flip_3,0.0,g_50_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '9', 'K')_-9.0_9_2",take_discard_2,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",take_discard_3,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_1,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_2,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_3,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_flip_1,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_flip_2,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', 'K')_-9.0_9_2",draw_deck_flip_3,0.0,g_50_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '9', '9', 'K')_-16.0_7_3",take_discard_3,0.0,g_50_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '9', '9', 'K')_-16.0_7_3",draw_deck_2,0.0,g_50_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '9', '9', 'K')_-16.0_7_3",draw_deck_3,0.0,g_50_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '9', '9', 'K')_-16.0_7_3",draw_deck_flip_2,0.0,g_50_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '9', '9', 'K')_-16.0_7_3",draw_deck_flip_3,0.0,g_50_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', '9', 'K')_-8.5_10_4",draw_deck_3,0.0,g_50_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', '7', '9', 'K')_-8.5_10_4",draw_deck_flip_3,0.0,g_50_r_4: Q-learning agent took from discard and placed at position 4,{}
"('J', 'K')_-3.0_3_1",take_discard_1,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",take_discard_2,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",take_discard_3,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_0,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_1,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_2,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_3,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_flip_0,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_flip_1,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_flip_2,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('J', 'K')_-3.0_3_1",draw_deck_flip_3,0.0,g_51_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '8', 'K')_-2.5_7_3",take_discard_2,0.0,g_51_r_3: Q-learning agent took from discard and placed at position 2,{}
"('3', '8', 'K')_-2.5_7_3",draw_deck_1,0.0,g_51_r_3: Q-learning agent took from discard and placed at position 2,{}
"('3', '8', 'K')_-2.5_7_3",draw_deck_2,0.0,g_51_r_3: Q-learning agent took from discard and placed at position 2,{}
"('3', '8', 'K')_-2.5_7_3",draw_deck_flip_1,0.0,g_51_r_3: Q-learning agent took from discard and placed at position 2,{}
"('3', '8', 'K')_-2.5_7_3",draw_deck_flip_2,0.0,g_51_r_3: Q-learning agent took from discard and placed at position 2,{}
"('3', '7', '8', 'K')_-5.5_9_4",draw_deck_2,0.0,g_51_r_4: Q-learning agent took from discard and placed at position 3,{}
"('3', '7', '8', 'K')_-5.5_9_4",draw_deck_flip_2,0.0,g_51_r_4: Q-learning agent took from discard and placed at position 3,{}
"('6', '8')_-7.0_10_1",take_discard_1,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",take_discard_2,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",take_discard_3,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_0,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_1,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_2,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_3,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_flip_0,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_flip_1,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_flip_2,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8')_-7.0_10_1",draw_deck_flip_3,0.0,g_52_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '6', '8')_3.5_J_2",take_discard_2,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",take_discard_3,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_1,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_2,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_3,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_flip_1,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_flip_2,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8')_3.5_J_2",draw_deck_flip_3,0.0,g_52_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', '8', 'J')_-5.5_9_3",take_discard_3,0.0,g_52_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '6', '8', 'J')_-5.5_9_3",draw_deck_2,0.0,g_52_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '6', '8', 'J')_-5.5_9_3",draw_deck_3,0.0,g_52_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '6', '8', 'J')_-5.5_9_3",draw_deck_flip_2,0.0,g_52_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '6', '8', 'J')_-5.5_9_3",draw_deck_flip_3,0.0,g_52_r_3: Q-learning agent took from discard and placed at position 3,{}
"('A', 'Q')_-8.0_8_1",take_discard_1,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",take_discard_2,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",take_discard_3,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_0,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_1,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_2,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_3,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_flip_0,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_flip_1,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_flip_2,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_8_1",draw_deck_flip_3,0.0,g_53_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'A', 'Q')_-4.5_4_2",take_discard_2,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",take_discard_3,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_1,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_2,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_3,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_flip_1,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_flip_2,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'A', 'Q')_-4.5_4_2",draw_deck_flip_3,0.0,g_53_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '8', 'A', 'Q')_0.0_J_3",take_discard_3,0.0,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '8', 'A', 'Q')_0.0_J_3",draw_deck_2,0.0,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '8', 'A', 'Q')_0.0_J_3",draw_deck_3,0.0,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '8', 'A', 'Q')_0.0_J_3",draw_deck_flip_2,0.0,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '8', 'A', 'Q')_0.0_J_3",draw_deck_flip_3,0.0,g_53_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '8', 'J', 'Q')_1.5_3_4",draw_deck_3,0.0,g_53_r_4: Q-learning agent took from discard and placed at position 4,{}
"('4', '8', 'J', 'Q')_1.5_3_4",draw_deck_flip_3,0.0,g_53_r_4: Q-learning agent took from discard and placed at position 4,{}
"('7', 'J')_-1.0_A_1",take_discard_1,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",take_discard_2,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",take_discard_3,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_0,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_1,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_2,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_3,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_flip_0,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_flip_1,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_flip_2,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'J')_-1.0_A_1",draw_deck_flip_3,0.0,g_54_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', 'A', 'J')_-11.0_10_2",take_discard_2,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
